 0.00000000e+00  0.00000000e+00 
 1.00000000e-09  9.99880980e-06 
 1.08400000e-09  1.09092614e-05 
 1.25200000e-09  1.28712679e-05 
 1.58800001e-09  1.76419001e-05 
 2.26000001e-09  3.05696414e-05 
 3.60400002e-09  6.99710315e-05 
 6.29200005e-09  2.02957441e-04 
 1.16680001e-08  6.85664761e-04 
 2.24200002e-08  2.51801727e-03 
 4.39240004e-08  9.65047209e-03 
 8.69320007e-08  3.77863585e-02 
 1.00000000e-07  4.99990158e-02 
 1.04269990e-07  5.42684872e-02 
 1.12809971e-07  6.28074274e-02 
 1.29889933e-07  7.98852906e-02 
 1.64049857e-07  1.14040930e-01 
 2.32369705e-07  1.82351713e-01 
 3.69009400e-07  3.18970093e-01 
 6.42288791e-07  5.92184560e-01 
 1.18884757e-06  1.13844787e+00 
 2.28196514e-06  2.22970129e+00 
 4.46820026e-06  4.40225000e+00 
 8.84067051e-06  8.66913599e+00 
 1.00000000e-05  9.77776574e+00 
 1.08744941e-05  1.06012886e+01 
 1.26234822e-05  1.22309641e+01 
 1.61214584e-05  1.53717124e+01 
 2.31174108e-05  2.10443618e+01 
 3.71093156e-05  2.90946518e+01 
 6.50931252e-05  2.93226702e+01 
 9.48204189e-05  9.89902464e+00 
 1.22755838e-04 -1.42305265e+01 
 1.48758593e-04 -2.76338976e+01 
 1.75944415e-04 -2.38773322e+01 
 1.99773148e-04 -7.43452468e+00 
 2.18346966e-04  8.81422491e+00 
 2.35092236e-04  2.12978848e+01 
 2.63163873e-04  2.91005950e+01 
 2.91716308e-04  1.81613931e+01 
 3.23373682e-04 -6.14076842e+00 
 3.49387831e-04 -2.24625324e+01 
 3.76018731e-04 -2.48730476e+01 
 4.00965596e-04 -1.28751909e+01 
 4.21083371e-04  2.73435930e+00 
 4.41020896e-04  1.73227600e+01 
 4.65925034e-04  2.65178116e+01 
 4.94775970e-04  2.02889470e+01 
 5.31797649e-04 -3.99399850e+00 
 5.59466665e-04 -2.02196889e+01 
 5.87507506e-04 -2.25226735e+01 
 6.15511797e-04 -9.51814266e+00 
 6.35853971e-04  5.14993537e+00 
 6.58539579e-04  1.90578079e+01 
 6.83858328e-04  2.44867860e+01 
 7.14813806e-04  1.42584608e+01 
 7.45548924e-04 -5.71269051e+00 
 7.71233732e-04 -1.88785992e+01 
 7.97861583e-04 -2.04569452e+01 
 8.27182117e-04 -7.79158157e+00 
 8.51326313e-04  7.91742571e+00 
 8.75990247e-04  1.99622825e+01 
 9.02755444e-04  2.15103174e+01 
 9.34551213e-04  8.15147996e+00 
 9.63228298e-04 -9.14272535e+00 
 9.88721484e-04 -1.87646657e+01 
 1.01591051e-03 -1.67982861e+01 
 1.04185042e-03 -4.55764339e+00 
 1.07074754e-03  1.19167461e+01 
 1.09799027e-03  2.04210779e+01 
 1.12643934e-03  1.63302482e+01 
 1.16411744e-03 -2.25319131e+00 
 1.19209366e-03 -1.50197623e+01 
 1.22051959e-03 -1.70631929e+01 
 1.24805973e-03 -7.45150463e+00 
 1.27554575e-03  7.23870244e+00 
 1.30400431e-03  1.78443241e+01 
 1.33050265e-03  1.73974441e+01 
 1.36384070e-03  4.26161434e+00 
 1.39213092e-03 -9.65427342e+00 
 1.41817021e-03 -1.61249343e+01 
 1.44558352e-03 -1.22402351e+01 
 1.47290081e-03 -2.09333964e-01 
 1.49937078e-03  1.20177256e+01 
 1.52618100e-03  1.74812860e+01 
 1.55519272e-03  1.22163797e+01 
 1.58707872e-03 -1.80258610e+00 
 1.61359143e-03 -1.21143276e+01 
 1.64039016e-03 -1.44173754e+01 
 1.66866788e-03 -6.86414642e+00 
 1.69739137e-03  5.86025971e+00 
 1.72334862e-03  1.45392884e+01 
 1.75108834e-03  1.50639362e+01 
 1.78218571e-03  5.38420550e+00 
 1.81022527e-03 -6.45606445e+00 
 1.83555794e-03 -1.29407687e+01 
 1.86250230e-03 -1.13494354e+01 
 1.89586704e-03  1.97852263e-02 
 1.92407044e-03  1.07144754e+01 
 1.95270296e-03  1.47802954e+01 
 1.98125481e-03  9.50871364e+00 
 2.00982975e-03 -1.33928212e+00 
 2.03553297e-03 -9.80765565e+00 
 2.06143322e-03 -1.20180709e+01 
 2.09008627e-03 -5.99213746e+00 
